product_type,attributes,UMP,Seller - Required vs Optional
BED,is_assembly_required,rac,Required
BED,item_type_name,,Required
BED,item_weight,,Required
BED,material,rac,Required
BED,maximum_weight_recommendation,rac,Optional
BED,number_of_boxes,,Required
BED,size,rac,Required
BED,style,rac,Required
BENCH,assembly_instructions,mac,Required
BENCH,care_instructions,rac,Optional
BENCH,color,rac,Required
BENCH,frame.material,rac,Optional
BENCH,furniture_finish,rac,Optional
BENCH,included_components,,Required
BENCH,is_assembly_required,mac,Required
BENCH,is_fragile,mac,Required
BENCH,item_type_name,,Required
BENCH,item_weight,,Required
BENCH,material,rac,Required
BENCH,maximum_weight_recommendation,,Optional
BENCH,number_of_items,,Required
BENCH,number_of_pieces,mac,Required
BENCH,seat.height,rac,Optional
BENCH,seating_capacity,rac,Optional
BENCH,size,rac,Required
BENCH,style,rac,Required
BICYCLE_LIGHT,auto_part_position,rac,Optional
BICYCLE_LIGHT,brightness,rac,Optional
BICYCLE_LIGHT,color,rac,Required
BICYCLE_LIGHT,item_type_name,,Required
BICYCLE_LIGHT,item_weight,,Required
BICYCLE_LIGHT,material,rac,Required
BICYCLE_LIGHT,mounting_type,rac,Optional
BICYCLE_LIGHT,power_source_type,rac,Optional
BICYCLE_LIGHT,unit_count,,Optional
BICYCLE,age_range_description,rac,Optional
BICYCLE,bike_type,rac,Required
BICYCLE,brake_style,rac,Required
BICYCLE,color,rac,Required
BICYCLE,department,rac,Required
BICYCLE,frame.material,rac,Optional
BICYCLE,frame.size,,Optional
BICYCLE,included_components,rac,Required
BICYCLE,is_assembly_required,mac,Optional
BICYCLE,item_type_name,,Required
BICYCLE,item_weight,,Required
BICYCLE,material,,Required
BICYCLE,model_name,,Required
BICYCLE,number_of_speeds,rac,Optional
BICYCLE,size,rac,Required
BICYCLE,special_feature,,Optional
BICYCLE,style,rac,Required
BICYCLE,suspension_type,rac,Required
BICYCLE,target_audience,,Required
BICYCLE,target_gender,rac,Optional
BICYCLE,tire.tire_type,,Required
BICYCLE,warranty_description,,Required
BICYCLE,wheel.material,,Optional
BICYCLE,wheel.size,rac,Required
BLADED_FOOD_PEELER,blade.edge,,Optional
BLADED_FOOD_PEELER,blade.material,,Optional
BLADED_FOOD_PEELER,care_instructions,mac,Required
BLADED_FOOD_PEELER,color,rac,Required
BLADED_FOOD_PEELER,handle.material,,Optional
BLADED_FOOD_PEELER,included_components,,Required
BLADED_FOOD_PEELER,item_weight,,Required
BLADED_FOOD_PEELER,material,,Required
BLADED_FOOD_PEELER,number_of_blades,rac,Optional
BLADED_FOOD_PEELER,number_of_items,,Required
BLADED_FOOD_PEELER,number_of_pieces,mac,Required
BLADED_FOOD_PEELER,power_source_type,,Optional
BLADED_FOOD_PEELER,size,,Required
BLADED_FOOD_PEELER,special_feature,rac,Optional
BLADED_FOOD_PEELER,style,,Required
BLANK_BOOK,color,,Required
BLANK_BOOK,item_type_name,,Required
BLANK_BOOK,paper_size,,Required
BLANK_BOOK,special_feature,,Optional
BLANK_BOOK,style,,Required
BLANK_BOOK,theme,,Optional
BLANKET,care_instructions,rac,Optional
BLANKET,color,rac,Required
BLANKET,embellishment_feature,,Optional
BLANKET,fabric_type,rac,Required
BLANKET,item_type_name,,Required
BLANKET,item_weight,,Required
BLANKET,material,mac,Required
BLANKET,number_of_items,,Required
BLANKET,pattern,,Required
BLANKET,seasons,,Optional
BLANKET,size,rac,Required
BLANKET,special_feature,,Optional
BLANKET,theme,,Optional
BLANKET,thread.count,mac,Required
BLANKET,weave_type,,Optional
BLOOD_PRESSURE_MONITOR,age_range_description,,Optional
BLOOD_PRESSURE_MONITOR,batteries_required,rac,Required
BLOOD_PRESSURE_MONITOR,color,rac,Required
BLOOD_PRESSURE_MONITOR,display.type,,Optional
BLOOD_PRESSURE_MONITOR,included_components,,Optional
BLOOD_PRESSURE_MONITOR,is_heat_sensitive,,Required
BLOOD_PRESSURE_MONITOR,item_weight,mac,Required
BLOOD_PRESSURE_MONITOR,power_source_type,,Optional
BLOOD_PRESSURE_MONITOR,size,,Required
BLOOD_PRESSURE_MONITOR,unit_count,mac,Required
BLUE_LIGHT_BLOCKING_EYEGLASSES,color,rac,Required
BLUE_LIGHT_BLOCKING_EYEGLASSES,department,rac,Required
BLUE_LIGHT_BLOCKING_EYEGLASSES,frame.material,rac,Required
BLUE_LIGHT_BLOCKING_EYEGLASSES,frame.type,,Optional
BLUE_LIGHT_BLOCKING_EYEGLASSES,item_shape,rac,Required
BLUE_LIGHT_BLOCKING_EYEGLASSES,item_weight,,Required
BLUE_LIGHT_BLOCKING_EYEGLASSES,lens.color,mac,Required
BLUE_LIGHT_BLOCKING_EYEGLASSES,lens.material,,Required
BLUE_LIGHT_BLOCKING_EYEGLASSES,lifecycle_supply_type,mac,CONFIGURED ONLY IN 'VENDOR' SCOPE
BLUE_LIGHT_BLOCKING_EYEGLASSES,material,mac,Required
BLUE_LIGHT_BLOCKING_EYEGLASSES,model_year,mac,Required
BLUE_LIGHT_BLOCKING_EYEGLASSES,number_of_items,,Required
BLUE_LIGHT_BLOCKING_EYEGLASSES,polarization_type,mac,Required
BLUE_LIGHT_BLOCKING_EYEGLASSES,size,rac,Required
BLUE_LIGHT_BLOCKING_EYEGLASSES,style,mac,Required
BLUE_LIGHT_BLOCKING_EYEGLASSES,target_gender,rac,Required
BOARD_GAME,genre,,Optional
BOARD_GAME,item_type_name,,Required
BOARD_GAME,material,rac,Required
BOARD_GAME,number_of_players,,Optional
BOARD_GAME,style,rac,Required
BOARD_GAME,theme,,Optional
BODY_DEODORANT,contains_liquid_contents,mac,Required
BODY_DEODORANT,directions,,Optional
BODY_DEODORANT,ingredients,,Optional
BODY_DEODORANT,is_heat_sensitive,mac,Required
BODY_DEODORANT,item_form,rac,Required
BODY_DEODORANT,item_type_name,,Required
BODY_DEODORANT,item_volume,,Optional
BODY_DEODORANT,material_feature,,Optional
BODY_DEODORANT,material_type_free,,Optional
BODY_DEODORANT,number_of_items,mac,Required
BODY_DEODORANT,scent,rac,Required
BODY_DEODORANT,target_gender,rac,Required
BODY_DEODORANT,target_use_body_part,,Optional
BODY_DEODORANT,unit_count,mac,Required
BODY_LUBRICANT,ingredients,,Optional
BODY_LUBRICANT,item_form,rac,Required
BODY_LUBRICANT,item_type_name,,Required
BODY_LUBRICANT,number_of_items,rac,Required
BODY_LUBRICANT,scent,rac,Required
BODY_LUBRICANT,unit_count,mac,Required
BODY_POSITIONER,age_range_description,rac,Optional
BODY_POSITIONER,care_instructions,rac,Optional
BODY_POSITIONER,color,rac,Required
BODY_POSITIONER,fabric_type,rac,Required
BODY_POSITIONER,item_firmness_description,,Optional
BODY_POSITIONER,item_shape,rac,Required
BODY_POSITIONER,item_type_name,,Required
BODY_POSITIONER,item_weight,,Required
BODY_POSITIONER,material_feature,,Optional
BODY_POSITIONER,material,rac,Required
BODY_POSITIONER,number_of_items,,Required
BODY_POSITIONER,recommended_uses_for_product,rac,Optional
BODY_POSITIONER,size,rac,Required
BODY_POSITIONER,special_feature,rac,Optional
BODY_POSITIONER,specific_uses_for_product,,Optional
BODY_POSITIONER,target_use_body_part,,Optional
BODY_POSITIONER,thread.count,mac,Required
BODY_POSITIONER,unit_count,,Optional
BONDING_ADHESIVES,color,rac,Required
BONDING_ADHESIVES,item_form,,Required
BONDING_ADHESIVES,item_type_name,,Required
BONDING_ADHESIVES,item_volume,rac,Optional
BONDING_ADHESIVES,number_of_items,,Required
BONDING_ADHESIVES,specific_uses_for_product,,Required
BONDING_ADHESIVES,unit_count,,Required
BONDING_ADHESIVES,water_resistance_level,rac,Optional
BOOKEND,color,rac,Required
BOOKEND,finish_type,rac,Optional
BOOKEND,material,rac,Required
BOOKEND,number_of_pieces,rac,Optional
BOOKEND,size,mac,Required
BOOT,age_range_description,mac,Required
BOOT,closure.type,mac,Required
BOOT,color,rac,Required
BOOT,footwear_size,rac,Required
BOOT,heel.height,mac,Optional
BOOT,heel.type,mac,Required
BOOT,height_map,mac,Required
BOOT,item_type_name,,Required
BOOT,item_weight,,Required
BOOT,lining_description,,Optional
BOOT,material,,Required
BOOT,model_number,,Required
BOOT,model_name,,Required
BOOT,outer.material,mac,Required
BOOT,seasons,rac,Optional
BOOT,shaft.height,mac,Required
BOOT,sole_material,,Optional
BOOT,style,mac,Required
BOOT,target_gender,,Required
BOOT,toe_style,mac,Required
BOOT,unit_count,,Optional
BOOT,water_resistance_level,mac,Required
BOTTLE,capacity,rac,Required
BOTTLE,care_instructions,,Optional
BOTTLE,color,rac,Required
BOTTLE,included_components,,Required
BOTTLE,item_shape,rac,Required
BOTTLE,item_type_name,,Required
BOTTLE,material,rac,Required
BOTTLE,model_name,,Required
BOTTLE,number_of_items,rac,Required
BOTTLE,special_feature,rac,Required
BOTTLE,sport_type,,Optional
BOTTLE,unit_count,,Optional
BRA_UNDERWEAR_SET,age_range_description,mac,Required
BRA_UNDERWEAR_SET,bottom_style,rac,Optional
BRA_UNDERWEAR_SET,care_instructions,mac,Required
BRA_UNDERWEAR_SET,closure.type,rac,Required
BRA_UNDERWEAR_SET,collection,rac,Optional
BRA_UNDERWEAR_SET,color,rac,Required
BRA_UNDERWEAR_SET,cup.size,rac,Required
BRA_UNDERWEAR_SET,department,mac,Required
BRA_UNDERWEAR_SET,fabric_type,rac,Required
BRA_UNDERWEAR_SET,fit_type,rac,Required
BRA_UNDERWEAR_SET,lifecycle_supply_type,mac,CONFIGURED ONLY IN 'VENDOR' SCOPE
BRA_UNDERWEAR_SET,material,mac,Required
BRA_UNDERWEAR_SET,number_of_items,,Required
BRA_UNDERWEAR_SET,outer.material,rac,Optional
BRA_UNDERWEAR_SET,pattern,rac,Required
BRA_UNDERWEAR_SET,size,rac,Required
BRA_UNDERWEAR_SET,strap_type,rac,Optional
BRA_UNDERWEAR_SET,style,rac,Required
BRA_UNDERWEAR_SET,target_gender,mac,Required
BRA,age_range_description,mac,Required
BRA,back.style,,Optional
BRA,bra_cup_coverage,rac,Optional
BRA,care_instructions,mac,Required
BRACELET,age_range_description,,Optional
BRACELET,clasp_type,mac,Required
BRACELET,color,rac,Required
BRACELET,department,rac,Required
BRACELET,gem_type,mac,Required
BRACELET,item_shape,,Required
BRACELET,item_type_name,,Required
BRACELET,item_weight,,Required
BRACELET,material,rac,Required
BRACELET,metal_stamp,rac,Required
BRACELET,metal_type,rac,Required
BRACELET,size,mac,Required
BRACELET,style,rac,Required
BRACELET,target_gender,,Optional
BRACELET,unit_count,,Optional
BRA,chest.size,mac,Optional
BRA,closure.type,rac,Required
BRA,color,mac,Required
BRA,cup.size,mac,Required
BRA,department,rac,Required
BRA,fabric_type,mac,Required
BRA,item_styling,mac,Required
BRA,item_type_name,,Required
BRA,material,rac,Required
BRA,model_number,,Required
BRA,model_name,,Required
BRA,neck.neck_style,,Optional
BRA,occasion_type,,Optional
BRA,opacity,,Optional
BRA,part_number,,Required
BRA,pattern_type,,Optional
BRA,seasons,,Optional
BRA,special_feature,mac,Required
BRA,sport_type,,Optional
BRA,strap_type,mac,Required
BRA,style,,Required
BRA,support_type,mac,Required
BRA,target_gender,rac,Required
BRA,underwire_type,rac,Required
BRA,unit_count,,Optional
BREAKFAST_CEREAL,allergen_information,rac,Optional
BREAKFAST_CEREAL,container.type,rac,Optional
BREAKFAST_CEREAL,flavor,rac,Required
BREAKFAST_CEREAL,item_form,rac,Required
BREAKFAST_CEREAL,item_type_name,,Required
BREAKFAST_CEREAL,item_weight,rac,Required
BREAKFAST_CEREAL,number_of_items,,Required
BREAKFAST_CEREAL,unit_count,mac,Required
BROOM,color,rac,Required
BROOM,item_type_name,,Required
BROOM,item_weight,,Required
BROOM,material,rac,Required
BROOM,style,rac,Required
BUCKET,capacity,,Required
BUCKET,color,rac,Required
BUCKET,item_shape,rac,Required
BUCKET,item_type_name,,Required
BUCKET,item_weight,,Required
BUCKET,material,rac,Required
BUCKET,size,mac,Required
BUCKET,unit_count,,Optional
CABINET,assembly_instructions,mac,Required
CABINET,back.material,,Optional
CABINET,color,rac,Required
CABINET,finish_type,rac,Optional
CABINET,frame.material,rac,Optional
CABINET,included_components,rac,Required
CABINET,is_assembly_required,rac,Required
CABINET,item_shape,rac,Required
CABINET,item_type_name,,Required
CABINET,item_weight,,Required
CABINET,material,rac,Required
CABINET,mounting_type,rac,Optional
CABINET,number_of_boxes,,Required
CABINET,number_of_doors,rac,Optional
CABINET,number_of_drawers,rac,Optional
CABINET,number_of_shelves,rac,Required
CABINET,size,mac,Required
CABINET,special_feature,,Optional
CABINET,style,rac,Required
CABLE_TIE,color,rac,Required
CABLE_TIE,included_components,,Required
CABLE_TIE,item_length,,Required
CABLE_TIE,material,rac,Required
CABLE_TIE,number_of_pieces,rac,Optional
CABLE_TIE,power_source_type,,Required
CABLE_TIE,style,rac,Required
CABLE_TIE,tensile_strength,rac,Optional
CABLE_TIE,unit_count,,Optional
CADDY,color,mac,Required
CADDY,finish_type,rac,Optional
CADDY,included_components,,Required
CADDY,item_shape,rac,Required
CADDY,item_type_name,,Required
CADDY,item_weight,,Required
CADDY,material,rac,Required
CADDY,number_of_compartments,,Optional
CADDY,number_of_items,,Required
CADDY,specific_uses_for_product,rac,Optional
CADDY,unit_count,,Optional
CAKE_TOPPER,color,rac,Required
CAKE_TOPPER,occasion_type,rac,Required
CAKE_TOPPER,unit_count,rac,Optional
CAKE,container.type,rac,Optional
CAKE,directions,,Optional
CAKE,flavor,,Required
CAKE,ingredients,,Required
CAKE,is_heat_sensitive,,Required
CAKE,item_weight,rac,Required
CAKE,material_feature,rac,Required
CAKE,number_of_items,rac,Required
CAKE,number_of_pieces,rac,Optional
CAKE,unit_count,,Required
CAMCORDER,color,rac,Required
CAMCORDER,compatible_devices,,Optional
CAMCORDER,connectivity_technology,rac,Optional
CAMCORDER,display.size,rac,Optional
CAMCORDER,effective_video_resolution,,Optional
CAMCORDER,exposure_control_type,,Optional
CAMCORDER,file_format,,Optional
CAMCORDER,focus_type,,Optional
CAMCORDER,form_factor,,Optional
CAMCORDER,image_aspect_ratio,,Optional
CAMCORDER,image_capture_speed,,Optional
CAMCORDER,image_stabilization,,Optional
CAMCORDER,included_components,rac,Required
CAMCORDER,item_type_name,,Required
CAMCORDER,item_weight,rac,Required
CAMCORDER,lens.type,rac,Optional
CAMCORDER,model_name,,Required
CAMCORDER,operating_system,,Optional
CAMCORDER,optical_zoom,,Optional
CAMCORDER,special_feature,,Optional
CAMCORDER,style,,Required
CAMCORDER,water_resistance_level,,Optional
CAMCORDER,wireless_comm_standard,,Optional
CAMCORDER,zoom_type,,Optional
CAMERA_CONTINUOUS_LIGHT,connectivity_technology,rac,Optional
CAMERA_CONTINUOUS_LIGHT,hardware_interface,,Optional
CAMERA_CONTINUOUS_LIGHT,included_components,mac,Required
CAMERA_CONTINUOUS_LIGHT,number_of_items,mac,Required
CAMERA_CONTINUOUS_LIGHT,self_timer_duration,,Optional
CAMERA_CONTINUOUS_LIGHT,unit_count,mac,Optional
CAMERA_CONTINUOUS_LIGHT,warranty_description,mac,Required
CAMERA_CONTINUOUS_LIGHT,water_resistance_level,rac,Optional
CAMERA_DIGITAL,autofocus_points,,Optional
CAMERA_DIGITAL,battery.average_life,rac,Optional
CAMERA_DIGITAL,battery.cell_composition,rac,Required
CAMERA_DIGITAL,color,rac,Required
CAMERA_DIGITAL,compatible_mountings,,Optional
CAMERA_DIGITAL,connectivity_technology,,Required
CAMERA_DIGITAL,display.fixture_type,,Optional
CAMERA_DIGITAL,display.resolution_maximum,,Optional
CAMERA_DIGITAL,display.size,rac,Optional
CAMERA_DIGITAL,display.type,,Required
CAMERA_DIGITAL,effective_still_resolution,rac,Optional
CAMERA_DIGITAL,expanded_iso_maximum,,Optional
CAMERA_DIGITAL,expanded_iso_minimum,,Optional
CAMERA_DIGITAL,flash_sync_speed,,Optional
CAMERA_DIGITAL,form_factor,rac,Optional
CAMERA_DIGITAL,has_self_timer,,Required
CAMERA_DIGITAL,included_components,mac,Required
CAMERA_DIGITAL,item_type_name,,Required
CAMERA_DIGITAL,item_weight,rac,Required
CAMERA_DIGITAL,jpeg_quality_level,,Optional
CAMERA_DIGITAL,lens.type,rac,Required
CAMERA_DIGITAL,model_name,,Required
CAMERA_DIGITAL,number_of_items,mac,Required
CAMERA_DIGITAL,optical_zoom,,Optional
CAMERA_DIGITAL,photo_sensor.resolution,,Required
CAMERA_DIGITAL,photo_sensor.technology,,Required
CAMERA_DIGITAL,sensor.type,mac,Required
CAMERA_DIGITAL,special_feature,,Optional
CAMERA_DIGITAL,video_capture_format,,Optional
CAMERA_DIGITAL,video_capture_resolution,rac,Required
CAMERA_DIGITAL,viewfinder_type,,Optional
CAMERA_DIGITAL,white_balance_settings,,Optional
CAMERA_DIGITAL,wireless_communication_technology,,Optional
CAMERA_DIGITAL,zoom_type,,Optional
CAMERA_FILM,color,rac,Required
CAMERA_FILM,compatible_devices,rac,Optional
CAMERA_FILM,included_components,rac,Required
CAMERA_FILM,item_weight,rac,Required
CAMERA_FILM,special_feature,rac,Optional
CAMERA_FILM,unit_count,mac,Optional
CAMERA_LENSES,focal_length_description,,Optional
CAMERA_LENSES,item_type_name,,Required
CAMERA_LENSES,lens.coating_description,,Optional
CAMERA_LENSES,lens.type,rac,Required
CAMERA_LENSES,unit_count,mac,Optional
CAMERA_SUPPORT,color,rac,Required
CAMERA_SUPPORT,compatible_devices,rac,Optional
CAMERA_SUPPORT,item_type_name,,Required
CAMERA_SUPPORT,item_weight,rac,Required
CAMERA_SUPPORT,unit_count,mac,Optional
CAMERA_TRIPOD,color,rac,Required
CAMERA_TRIPOD,compatible_devices,rac,Optional
CAMERA_TRIPOD,included_components,,Required
CAMERA_TRIPOD,item_type_name,,Required
CAMERA_TRIPOD,item_weight,rac,Required
CAMERA_TRIPOD,material,rac,Required
CAMERA_TRIPOD,maximum_height,,Optional
CAMERA_TRIPOD,model_name,,Optional
CAMERA_TRIPOD,special_feature,,Optional
CAMERA_TRIPOD,tripod_head_type,,Optional
CAMERA_TRIPOD,unit_count,mac,Optional
CANDLE_HOLDER,color,rac,Required
CANDLE_HOLDER,finish_type,rac,Optional
CANDLE_HOLDER,item_type_name,,Required
CANDLE_HOLDER,item_weight,,Required
CANDLE_HOLDER,material,rac,Required
CANDLE_HOLDER,mounting_type,rac,Optional
CANDLE_HOLDER,number_of_pieces,rac,Optional
CANDLE_HOLDER,size,mac,Required
CANDLE_HOLDER,theme,rac,Optional
CANDLE,color,rac,Required
CANDLE,container.type,rac,Optional
CANDLE,embellishment_feature,,Optional
CANDLE,indoor_outdoor_usage,,Optional
CANDLE,item_shape,rac,Required
CANDLE,item_type_name,,Required
CANDLE,material,rac,Required
CANDLE,number_of_items,rac,Required
CANDLE,scent,rac,Required
CANDLE,seasons,,Optional
CANDLE,size,rac,Required
CANDLE,special_feature,rac,Optional
CANDLE,specific_uses_for_product,rac,Optional
CANDLE,style,rac,Required
CANDLE,unit_count,,Required
CANDY,directions,,Optional
CANDY,flavor,rac,Required
CANDY,form_factor,,Required
CANDY,ingredients,,Required
CANDY,item_form,rac,Required
CANDY,item_type_name,,Required
CANDY,item_weight,rac,Required
CANDY,material_feature,mac,Required
CANDY,number_of_pieces,rac,Optional
CARRIER_BAG_CASE,capacity,rac,Required
CARRIER_BAG_CASE,closure.type,rac,Optional
CARRIER_BAG_CASE,color,rac,Required
CARRIER_BAG_CASE,item_weight,rac,Required
CARRIER_BAG_CASE,material,rac,Required
CARRIER_BAG_CASE,number_of_wheels,rac,Required
CARRIER_BAG_CASE,pattern,rac,Required
CARRIER_BAG_CASE,style,rac,Required
CASSEROLES,capacity,rac,Required
CASSEROLES,care_instructions,rac,Optional
CASSEROLES,color,rac,Required
CASSEROLES,finish_type,rac,Optional
CASSEROLES,has_lid,rac,Optional
CASSEROLES,item_shape,rac,Required
CASSEROLES,item_weight,,Required
CASSEROLES,material,rac,Required
CELLULAR_PHONE_CASE,age_range_description,,Optional
CELLULAR_PHONE_CASE,brand,rac,Required
CELLULAR_PHONE_CASE,color,rac,Required
CELLULAR_PHONE_CASE,compatible_devices,rac,Optional
CELLULAR_PHONE_CASE,compatible_phone_models,rac,Required
CELLULAR_PHONE_CASE,display.size,,Optional
CELLULAR_PHONE_CASE,embellishment_feature,,Optional
CELLULAR_PHONE_CASE,finish_type,rac,Optional
CELLULAR_PHONE_CASE,form_factor,rac,Required
CELLULAR_PHONE_CASE,included_components,rac,Required
CELLULAR_PHONE_CASE,material,rac,Required
CELLULAR_PHONE_CASE,model_number,rac,Required
CELLULAR_PHONE_CASE,model_name,rac,Required
CELLULAR_PHONE_CASE,pattern,rac,Required
CELLULAR_PHONE_CASE,special_feature,rac,Optional
CELLULAR_PHONE_CASE,subject_character,,Optional
CELLULAR_PHONE_CASE,team_name,,Required
