Helper,product_type,sa_name,Rank,MP,completeness_weight,correctness_weight,normalization_weight,PT Scope,ASCS PT excluded,ASCS All excluded,Excluded,IDQ program PT overlap,IDQ program PT+Attribute overlap
SQUEEZE_TOY-brand,SQUEEZE_TOY,brand,5,1,4,4,4,1,0,1,1,0,0
SQUEEZE_TOY-theme,SQUEEZE_TOY,theme,6,1,4,4,4,1,0,0,0,0,0
SQUEEZE_TOY-subject_character,SQUEEZE_TOY,subject_character,7,1,4,4,4,1,0,0,0,0,0
SQUEEZE_TOY-item_dimensions,SQUEEZE_TOY,item_dimensions,8,1,4,4,4,1,0,0,0,0,0
SQUEEZE_TOY-safety_warning,SQUEEZE_TOY,safety_warning,9,1,4,4,4,1,0,0,0,0,0
SQUEEZE_TOY-item_weight,SQUEEZE_TOY,item_weight,10,1,4,4,4,1,0,1,1,0,0
SQUEEZE_TOY-item_diameter,SQUEEZE_TOY,item_diameter,11,1,2,2,2,1,0,0,0,0,0
SQUEEZE_TOY-material_type_free,SQUEEZE_TOY,material_type_free,12,1,2,2,2,1,0,0,0,0,0
SQUEEZE_TOY-sub_brand,SQUEEZE_TOY,sub_brand,13,1,2,2,2,1,0,1,1,0,0
SQUEEZE_TOY-unit_count,SQUEEZE_TOY,unit_count,14,1,1,1,1,1,0,0,0,0,0
SQUEEZE_TOY-target_gender,SQUEEZE_TOY,target_gender,15,1,1,1,1,1,0,0,0,0,0
SQUEEZE_TOY-eu_spare_part_availability_duration,SQUEEZE_TOY,eu_spare_part_availability_duration,105,1,1,1,1,1,0,0,0,0,0
STANDALONE_STREAMING_MEDIA_PLAYER-brand,STANDALONE_STREAMING_MEDIA_PLAYER,brand,1,1,8,8,8,1,0,1,1,0,0
STANDALONE_STREAMING_MEDIA_PLAYER-model_number,STANDALONE_STREAMING_MEDIA_PLAYER,model_number,2,1,8,8,8,1,0,0,0,0,0
STANDALONE_STREAMING_MEDIA_PLAYER-connectivity_technology,STANDALONE_STREAMING_MEDIA_PLAYER,connectivity_technology,3,1,8,8,8,1,0,0,0,0,0
STANDALONE_STREAMING_MEDIA_PLAYER-connector_type,STANDALONE_STREAMING_MEDIA_PLAYER,connector_type,4,1,8,8,8,1,0,0,0,0,0
STANDALONE_STREAMING_MEDIA_PLAYER-special_feature,STANDALONE_STREAMING_MEDIA_PLAYER,special_feature,5,1,4,4,4,1,0,0,0,0,0
STANDALONE_STREAMING_MEDIA_PLAYER-resolution,STANDALONE_STREAMING_MEDIA_PLAYER,resolution,6,1,4,4,4,1,0,0,0,0,0
STANDALONE_STREAMING_MEDIA_PLAYER-supported_internet_services,STANDALONE_STREAMING_MEDIA_PLAYER,supported_internet_services,7,1,4,4,4,1,0,0,0,0,0
STANDALONE_STREAMING_MEDIA_PLAYER-controller_type,STANDALONE_STREAMING_MEDIA_PLAYER,controller_type,8,1,4,4,4,1,0,0,0,0,0
STANDALONE_STREAMING_MEDIA_PLAYER-form_factor,STANDALONE_STREAMING_MEDIA_PLAYER,form_factor,9,1,4,4,4,1,0,0,0,0,0
STANDALONE_STREAMING_MEDIA_PLAYER-color,STANDALONE_STREAMING_MEDIA_PLAYER,color,10,1,4,4,4,1,0,0,0,0,0
STANDALONE_STREAMING_MEDIA_PLAYER-model_name,STANDALONE_STREAMING_MEDIA_PLAYER,model_name,11,1,2,2,2,1,0,0,0,0,0
STANDALONE_STREAMING_MEDIA_PLAYER-item_weight,STANDALONE_STREAMING_MEDIA_PLAYER,item_weight,12,1,2,2,2,1,0,1,1,0,0
STANDALONE_STREAMING_MEDIA_PLAYER-item_length_width_height,STANDALONE_STREAMING_MEDIA_PLAYER,item_length_width_height,14,1,2,2,2,1,0,0,0,0,0
STANDALONE_STREAMING_MEDIA_PLAYER-ram_memory.installed_size,STANDALONE_STREAMING_MEDIA_PLAYER,ram_memory.installed_size,15,1,2,2,2,1,0,0,0,0,0
STANDALONE_STREAMING_MEDIA_PLAYER-compatible_devices,STANDALONE_STREAMING_MEDIA_PLAYER,compatible_devices,16,1,1,1,1,1,0,0,0,0,0
STANDALONE_STREAMING_MEDIA_PLAYER-memory_storage_capacity,STANDALONE_STREAMING_MEDIA_PLAYER,memory_storage_capacity,17,1,1,1,1,1,0,0,0,0,0
STANDALONE_STREAMING_MEDIA_PLAYER-video_output_resolution,STANDALONE_STREAMING_MEDIA_PLAYER,video_output_resolution,19,1,1,1,1,1,0,0,0,0,0
STANDALONE_STREAMING_MEDIA_PLAYER-eu_spare_part_availability_duration,STANDALONE_STREAMING_MEDIA_PLAYER,eu_spare_part_availability_duration,24,1,1,1,1,1,0,0,0,0,0
STANDALONE_STREAMING_MEDIA_PLAYER-video_codec,STANDALONE_STREAMING_MEDIA_PLAYER,video_codec,25,1,1,1,1,1,0,0,0,0,0
STAPLER-brand,STAPLER,brand,1,1,8,8,8,1,0,1,1,0,0
STAPLER-color,STAPLER,color,2,1,8,8,8,1,0,0,0,0,0
STAPLER-material,STAPLER,material,3,1,4,4,4,1,0,0,0,0,0
STAPLER-item_length_width,STAPLER,item_length_width,4,1,4,4,4,1,0,0,0,0,0
STAPLER-number_of_fasteners,STAPLER,number_of_fasteners,5,1,4,4,4,1,0,0,0,0,0
STAPLER-style,STAPLER,style,6,1,4,4,4,1,0,0,0,0,0
STAPLER-operation_mode,STAPLER,operation_mode,7,1,4,4,4,1,0,0,0,0,0
STAPLER-item_weight,STAPLER,item_weight,8,1,4,4,4,1,0,1,1,0,0
STAPLER-capacity_name,STAPLER,capacity_name,9,1,4,4,4,1,0,0,0,0,0
STAPLER-eu_spare_part_availability_duration,STAPLER,eu_spare_part_availability_duration,105,1,4,4,4,1,0,0,0,0,0
STATIONARY_BICYCLE-brand,STATIONARY_BICYCLE,brand,1,1,8,8,8,1,0,1,1,1,0
STATIONARY_BICYCLE-special_feature,STATIONARY_BICYCLE,special_feature,2,1,8,8,8,1,0,0,0,1,0
STATIONARY_BICYCLE-color,STATIONARY_BICYCLE,color,3,1,8,8,8,1,0,0,0,1,1
STATIONARY_BICYCLE-power_source_type,STATIONARY_BICYCLE,power_source_type,4,1,8,8,8,1,0,0,0,1,1
STATIONARY_BICYCLE-recommended_uses_for_product,STATIONARY_BICYCLE,recommended_uses_for_product,5,1,4,4,4,1,0,0,0,1,0
STATIONARY_BICYCLE-item_weight,STATIONARY_BICYCLE,item_weight,6,1,4,4,4,1,0,1,1,1,0
STATIONARY_BICYCLE-material,STATIONARY_BICYCLE,material,7,1,4,4,4,1,0,0,0,1,1
STATIONARY_BICYCLE-resistance_mechanism,STATIONARY_BICYCLE,resistance_mechanism,8,1,4,4,4,1,0,0,0,1,0
STATIONARY_BICYCLE-item_depth_width_height,STATIONARY_BICYCLE,item_depth_width_height,9,1,4,4,4,1,0,0,0,1,0
STATIONARY_BICYCLE-maximum_weight_recommendation,STATIONARY_BICYCLE,maximum_weight_recommendation,10,1,4,4,4,1,0,0,0,1,1
STATIONARY_BICYCLE-handle.material,STATIONARY_BICYCLE,handle.material,11,1,2,2,2,1,0,0,0,1,0
STATIONARY_BICYCLE-model_name,STATIONARY_BICYCLE,model_name,12,1,2,2,2,1,0,0,0,1,0
STATIONARY_BICYCLE-assembly_instructions,STATIONARY_BICYCLE,assembly_instructions,13,1,2,2,2,1,0,0,0,1,1
STATIONARY_BICYCLE-maximum_height,STATIONARY_BICYCLE,maximum_height,15,1,2,2,2,1,0,0,0,1,0
STATIONARY_BICYCLE-minimum_height,STATIONARY_BICYCLE,minimum_height,16,1,1,1,1,1,0,0,0,1,0
STATIONARY_BICYCLE-model_number,STATIONARY_BICYCLE,model_number,17,1,1,1,1,1,0,0,0,1,0
STATIONARY_BICYCLE-number_of_resistance_levels,STATIONARY_BICYCLE,number_of_resistance_levels,18,1,1,1,1,1,0,0,0,1,0
STATIONARY_BICYCLE-drive_system,STATIONARY_BICYCLE,drive_system,19,1,1,1,1,1,0,0,0,1,1
STATIONARY_BICYCLE-eu_spare_part_availability_duration,STATIONARY_BICYCLE,eu_spare_part_availability_duration,24,1,1,1,1,1,0,0,0,1,0
STEAM_CLEANER-brand,STEAM_CLEANER,brand,1,1,8,8,8,1,0,1,1,0,0
STEAM_CLEANER-special_feature,STEAM_CLEANER,special_feature,2,1,8,8,8,1,0,0,0,0,0
STEAM_CLEANER-surface_recommendation,STEAM_CLEANER,surface_recommendation,3,1,8,8,8,1,0,0,0,0,0
STEAM_CLEANER-cable.length,STEAM_CLEANER,cable.length,4,1,8,8,8,1,0,0,0,0,0
STEAM_CLEANER-model_name,STEAM_CLEANER,model_name,5,1,8,8,8,1,0,0,0,0,0
STEAM_CLEANER-included_components,STEAM_CLEANER,included_components,6,1,4,4,4,1,0,0,0,0,0
STEAM_CLEANER-wattage,STEAM_CLEANER,wattage,7,1,4,4,4,1,0,0,0,0,0
STEAM_CLEANER-item_weight,STEAM_CLEANER,item_weight,8,1,4,4,4,1,0,1,1,0,0
STEAM_CLEANER-tank_volume,STEAM_CLEANER,tank_volume,9,1,4,4,4,1,0,0,0,0,0
STEAM_CLEANER-item_display_dimensions,STEAM_CLEANER,item_display_dimensions,10,1,4,4,4,1,0,0,0,0,0
STEAM_CLEANER-form_factor,STEAM_CLEANER,form_factor,11,1,2,2,2,1,0,0,0,0,0
STEAM_CLEANER-heat_time,STEAM_CLEANER,heat_time,12,1,2,2,2,1,0,0,0,0,0
STEAM_CLEANER-color,STEAM_CLEANER,color,13,1,2,2,2,1,0,0,0,0,0
STEAM_CLEANER-power_source_type,STEAM_CLEANER,power_source_type,14,1,2,2,2,1,0,0,0,0,0
STEAM_CLEANER-voltage,STEAM_CLEANER,voltage,15,1,2,2,2,1,0,0,0,0,0
STEAM_CLEANER-capacity,STEAM_CLEANER,capacity,16,1,1,1,1,1,0,0,0,0,0
STEAM_CLEANER-style,STEAM_CLEANER,style,17,1,1,1,1,1,0,0,0,0,0
STEAM_CLEANER-maximum_temperature,STEAM_CLEANER,maximum_temperature,18,1,1,1,1,1,0,0,0,0,0
STEAM_CLEANER-eu_spare_part_availability_duration,STEAM_CLEANER,eu_spare_part_availability_duration,23,1,1,1,1,1,0,0,0,0,0
STEAM_CLEANER-item_depth_width_height,STEAM_CLEANER,item_depth_width_height,24,1,1,1,1,1,0,0,0,0,0
STEAM_CLEANER-manufacture_year,STEAM_CLEANER,manufacture_year,740866722,1,1,1,1,1,0,0,0,0,0
STEERING_WHEEL-color,STEERING_WHEEL,color,1,1,8,8,8,1,0,0,0,0,0
STEERING_WHEEL-material,STEERING_WHEEL,material,2,1,8,8,8,1,0,0,0,0,0
STEERING_WHEEL-brand,STEERING_WHEEL,brand,3,1,4,4,4,1,0,1,1,0,0
STEERING_WHEEL-fit_type,STEERING_WHEEL,fit_type,4,1,4,4,4,1,0,0,0,0,0
STEERING_WHEEL-item_diameter,STEERING_WHEEL,item_diameter,5,1,4,4,4,1,0,0,0,0,0
STEERING_WHEEL-grip.size,STEERING_WHEEL,grip.size,6,1,4,4,4,1,0,0,0,0,0
STEERING_WHEEL-number_of_spokes,STEERING_WHEEL,number_of_spokes,7,1,4,4,4,1,0,0,0,0,0
STEERING_WHEEL-compatible_with_vehicle_type,STEERING_WHEEL,compatible_with_vehicle_type,8,1,4,4,4,1,0,0,0,0,0
STEERING_WHEEL-eu_spare_part_availability_duration,STEERING_WHEEL,eu_spare_part_availability_duration,105,1,4,4,4,1,0,0,0,0,0
STEERING_WHEEL_COVER-color,STEERING_WHEEL_COVER,color,1,1,8,8,8,1,0,0,0,1,1
STEERING_WHEEL_COVER-material,STEERING_WHEEL_COVER,material,2,1,4,4,4,1,0,0,0,1,1
STEERING_WHEEL_COVER-brand,STEERING_WHEEL_COVER,brand,3,1,4,4,4,1,0,1,1,1,0
STEERING_WHEEL_COVER-item_diameter,STEERING_WHEEL_COVER,item_diameter,4,1,4,4,4,1,0,0,0,1,0
STEERING_WHEEL_COVER-compatible_with_vehicle_type,STEERING_WHEEL_COVER,compatible_with_vehicle_type,5,1,4,4,4,1,0,0,0,1,1
STEERING_WHEEL_COVER-eu_spare_part_availability_duration,STEERING_WHEEL_COVER,eu_spare_part_availability_duration,105,1,4,4,4,1,0,0,0,1,0
STEP_STOOL-item_depth_width_height,STEP_STOOL,item_depth_width_height,1,1,8,8,8,1,0,0,0,1,0
STEP_STOOL-brand,STEP_STOOL,brand,2,1,8,8,8,1,0,1,1,1,0
STEP_STOOL-material,STEP_STOOL,material,3,1,8,8,8,1,0,0,0,1,1
STEP_STOOL-color,STEP_STOOL,color,4,1,8,8,8,1,0,0,0,1,1
STEP_STOOL-special_feature,STEP_STOOL,special_feature,5,1,4,4,4,1,0,0,0,1,1
STEP_STOOL-room_type,STEP_STOOL,room_type,6,1,4,4,4,1,0,0,0,1,0
STEP_STOOL-age_range_description,STEP_STOOL,age_range_description,7,1,4,4,4,1,0,0,0,1,1
STEP_STOOL-maximum_height,STEP_STOOL,maximum_height,8,1,4,4,4,1,0,0,0,1,0
STEP_STOOL-weight_capacity.maximum,STEP_STOOL,weight_capacity.maximum,9,1,4,4,4,1,0,0,0,1,0
STEP_STOOL-specific_uses_for_product,STEP_STOOL,specific_uses_for_product,10,1,4,4,4,1,0,0,0,1,1
STEP_STOOL-model_name,STEP_STOOL,model_name,11,1,2,2,2,1,0,0,0,1,0
STEP_STOOL-item_weight,STEP_STOOL,item_weight,13,1,2,2,2,1,0,1,1,1,0
STEP_STOOL-style,STEP_STOOL,style,14,1,2,2,2,1,0,0,0,1,1
STEP_STOOL-is_foldable,STEP_STOOL,is_foldable,15,1,2,2,2,1,0,0,0,1,0
STEP_STOOL-item_depth,STEP_STOOL,item_depth,16,1,1,1,1,1,0,0,0,1,0
STEP_STOOL-is_assembly_required,STEP_STOOL,is_assembly_required,17,1,1,1,1,1,0,0,0,1,1
STEP_STOOL-base_type,STEP_STOOL,base_type,18,1,1,1,1,1,0,0,0,1,0
STEP_STOOL-eu_spare_part_availability_duration,STEP_STOOL,eu_spare_part_availability_duration,23,1,1,1,1,1,0,0,0,1,0
STEP_STOOL-number_of_steps,STEP_STOOL,number_of_steps,24,1,1,1,1,1,0,0,0,1,0
STETHOSCOPE-color,STETHOSCOPE,color,1,1,8,8,8,1,0,0,0,0,0
STETHOSCOPE-brand,STETHOSCOPE,brand,2,1,8,8,8,1,0,1,1,0,0
STETHOSCOPE-exterior_finish,STETHOSCOPE,exterior_finish,3,1,4,4,4,1,0,0,0,0,0
STETHOSCOPE-item_length_width,STETHOSCOPE,item_length_width,4,1,4,4,4,1,0,0,0,0,0
STETHOSCOPE-material,STETHOSCOPE,material,5,1,4,4,4,1,0,0,0,0,0
STETHOSCOPE-item_weight,STETHOSCOPE,item_weight,6,1,4,4,4,1,0,1,1,0,0
STETHOSCOPE-is_electric,STETHOSCOPE,is_electric,7,1,4,4,4,1,0,0,0,0,0
STETHOSCOPE-model_name,STETHOSCOPE,model_name,8,1,4,4,4,1,0,0,0,0,0
STETHOSCOPE-recommended_uses_for_product,STETHOSCOPE,recommended_uses_for_product,9,1,4,4,4,1,0,0,0,0,0
STETHOSCOPE-eu_spare_part_availability_duration,STETHOSCOPE,eu_spare_part_availability_duration,105,1,4,4,4,1,0,0,0,0,0
STICKER_DECAL-brand,STICKER_DECAL,brand,1,1,8,8,8,1,0,1,1,1,0
STICKER_DECAL-color,STICKER_DECAL,color,2,1,8,8,8,1,0,0,0,1,1
STICKER_DECAL-item_dimensions,STICKER_DECAL,item_dimensions,3,1,8,8,8,1,0,0,0,1,0
STICKER_DECAL-surface_recommendation,STICKER_DECAL,surface_recommendation,4,1,8,8,8,1,0,0,0,1,1
STICKER_DECAL-recommended_uses_for_product,STICKER_DECAL,recommended_uses_for_product,6,1,8,8,8,1,0,0,0,1,0
STICKER_DECAL-material,STICKER_DECAL,material,7,1,8,8,8,1,0,0,0,1,1
STICKER_DECAL-theme,STICKER_DECAL,theme,8,1,4,4,4,1,0,0,0,1,1
STICKER_DECAL-subject_character,STICKER_DECAL,subject_character,9,1,4,4,4,1,0,0,0,1,0
STICKER_DECAL-special_feature,STICKER_DECAL,special_feature,10,1,4,4,4,1,0,0,0,1,1
STICKER_DECAL-number_of_pieces,STICKER_DECAL,number_of_pieces,11,1,4,4,4,1,0,0,0,1,0
STICKER_DECAL-style,STICKER_DECAL,style,12,1,4,4,4,1,0,0,0,1,0
STICKER_DECAL-embellishment_feature,STICKER_DECAL,embellishment_feature,13,1,4,4,4,1,0,0,0,1,0
STICKER_DECAL-age_range_description,STICKER_DECAL,age_range_description,14,1,2,2,2,1,0,0,0,1,0
STICKER_DECAL-reusability,STICKER_DECAL,reusability,17,1,2,2,2,1,0,0,0,1,0
STICKER_DECAL-item_form,STICKER_DECAL,item_form,18,1,2,2,2,1,0,0,0,1,0
STICKER_DECAL-pattern,STICKER_DECAL,pattern,19,1,2,2,2,1,0,0,0,1,1
STICKER_DECAL-item_shape,STICKER_DECAL,item_shape,20,1,2,2,2,1,0,0,0,1,0
STICKER_DECAL-unit_count,STICKER_DECAL,unit_count,21,1,2,2,2,1,0,0,0,1,0
STICKER_DECAL-team_name,STICKER_DECAL,team_name,22,1,1,1,1,1,0,0,0,1,0
STICKER_DECAL-indoor_outdoor_usage,STICKER_DECAL,indoor_outdoor_usage,23,1,1,1,1,1,0,0,0,1,0
STICKER_DECAL-finish_type,STICKER_DECAL,finish_type,24,1,1,1,1,1,0,0,0,1,1
STICKER_DECAL-league_name,STICKER_DECAL,league_name,25,1,1,1,1,1,0,0,0,1,0
STICKER_DECAL-animal_theme,STICKER_DECAL,animal_theme,26,1,1,1,1,1,0,0,0,1,0
STICKER_DECAL-water_resistance_level,STICKER_DECAL,water_resistance_level,32,1,1,1,1,1,0,0,0,1,0
STICKER_DECAL-number_of_items,STICKER_DECAL,number_of_items,33,1,1,1,1,1,0,0,0,1,0
STOOL_SEATING-item_depth_width_height,STOOL_SEATING,item_depth_width_height,1,1,8,8,8,1,0,0,0,1,0
STOOL_SEATING-color,STOOL_SEATING,color,2,1,8,8,8,1,0,0,0,1,1
STOOL_SEATING-frame.material,STOOL_SEATING,frame.material,3,1,8,8,8,1,0,0,0,1,1
STOOL_SEATING-seat.material_type,STOOL_SEATING,seat.material_type,4,1,8,8,8,1,0,0,0,1,0
STOOL_SEATING-brand,STOOL_SEATING,brand,5,1,4,4,4,1,0,1,1,1,0
STOOL_SEATING-size,STOOL_SEATING,size,6,1,4,4,4,1,1,0,1,1,1
STOOL_SEATING-style,STOOL_SEATING,style,7,1,4,4,4,1,0,0,0,1,1
STOOL_SEATING-furniture_finish,STOOL_SEATING,furniture_finish,8,1,4,4,4,1,0,0,0,1,1
STOOL_SEATING-seat.height,STOOL_SEATING,seat.height,9,1,4,4,4,1,0,0,0,1,0
STOOL_SEATING-item_shape,STOOL_SEATING,item_shape,10,1,4,4,4,1,0,0,0,1,1
STOOL_SEATING-item_weight,STOOL_SEATING,item_weight,11,1,2,2,2,1,0,1,1,1,0
STOOL_SEATING-furniture_leg.style,STOOL_SEATING,furniture_leg.style,12,1,2,2,2,1,0,0,0,1,0
STOOL_SEATING-seat.width,STOOL_SEATING,seat.width,13,1,2,2,2,1,0,0,0,1,0
STOOL_SEATING-maximum_weight_recommendation,STOOL_SEATING,maximum_weight_recommendation,14,1,2,2,2,1,0,0,0,1,1
STOOL_SEATING-care_instructions,STOOL_SEATING,care_instructions,15,1,1,1,1,1,0,0,0,1,1
STOOL_SEATING-is_assembly_required,STOOL_SEATING,is_assembly_required,16,1,1,1,1,1,0,0,0,1,1
STOOL_SEATING-number_of_pieces,STOOL_SEATING,number_of_pieces,17,1,1,1,1,1,0,0,0,1,1
STOOL_SEATING-safety_warning,STOOL_SEATING,safety_warning,18,1,1,1,1,1,0,0,0,1,0
STOOL_SEATING-eu_spare_part_availability_duration,STOOL_SEATING,eu_spare_part_availability_duration,105,1,1,1,1,1,0,0,0,1,0
STORAGE_BAG-brand,STORAGE_BAG,brand,1,1,8,8,8,1,0,1,1,1,0
STORAGE_BAG-material,STORAGE_BAG,material,2,1,8,8,8,1,0,0,0,1,1
STORAGE_BAG-color,STORAGE_BAG,color,3,1,8,8,8,1,0,0,0,1,1
STORAGE_BAG-item_length_width_height,STORAGE_BAG,item_length_width_height,4,1,4,4,4,1,0,0,0,1,1
STORAGE_BAG-special_feature,STORAGE_BAG,special_feature,5,1,4,4,4,1,0,0,0,1,0
STORAGE_BAG-load_capacity,STORAGE_BAG,load_capacity,6,1,4,4,4,1,0,0,0,1,1
STORAGE_BAG-recommended_uses_for_product,STORAGE_BAG,recommended_uses_for_product,7,1,4,4,4,1,0,0,0,1,0
STORAGE_BAG-closure.type,STORAGE_BAG,closure.type,8,1,4,4,4,1,0,0,0,1,1
STORAGE_BAG-item_shape,STORAGE_BAG,item_shape,9,1,4,4,4,1,0,0,0,1,0
STORAGE_BAG-number_of_items,STORAGE_BAG,number_of_items,10,1,4,4,4,1,0,0,0,1,0
STORAGE_BAG-size,STORAGE_BAG,size,11,1,2,2,2,1,1,0,1,1,1
STORAGE_BAG-number_of_sets,STORAGE_BAG,number_of_sets,12,1,2,2,2,1,0,0,0,1,1
STORAGE_BAG-eu_spare_part_availability_duration,STORAGE_BAG,eu_spare_part_availability_duration,17,1,1,1,1,1,0,0,0,1,0
STORAGE_BAG-item_weight,STORAGE_BAG,item_weight,18,1,1,1,1,1,0,1,1,1,0
STORAGE_BINDER-color,STORAGE_BINDER,color,1,1,8,8,8,1,0,0,0,0,0
STORAGE_BINDER-material,STORAGE_BINDER,material,2,1,8,8,8,1,0,0,0,0,0
STORAGE_BINDER-capacity,STORAGE_BINDER,capacity,3,1,4,4,4,1,0,0,0,0,0
STORAGE_BINDER-brand,STORAGE_BINDER,brand,4,1,4,4,4,1,0,1,1,0,0
STORAGE_BINDER-paper_size,STORAGE_BINDER,paper_size,5,1,4,4,4,1,0,0,0,0,0
STORAGE_BINDER-item_length_width,STORAGE_BINDER,item_length_width,6,1,4,4,4,1,0,0,0,0,0
STORAGE_BINDER-hole_count,STORAGE_BINDER,hole_count,7,1,4,4,4,1,0,0,0,0,0
STORAGE_BINDER-number_of_pieces,STORAGE_BINDER,number_of_pieces,8,1,4,4,4,1,0,0,0,0,0
STORAGE_BINDER-eu_spare_part_availability_duration,STORAGE_BINDER,eu_spare_part_availability_duration,105,1,4,4,4,1,0,0,0,0,0
STORAGE_BOX-brand,STORAGE_BOX,brand,1,1,8,8,8,1,0,1,1,1,0
STORAGE_BOX-color,STORAGE_BOX,color,2,1,8,8,8,1,0,0,0,1,1
STORAGE_BOX-material,STORAGE_BOX,material,3,1,8,8,8,1,0,0,0,1,1
STORAGE_BOX-special_feature,STORAGE_BOX,special_feature,4,1,8,8,8,1,0,0,0,1,0
STORAGE_BOX-style,STORAGE_BOX,style,5,1,8,8,8,1,0,0,0,1,0
STORAGE_BOX-recommended_uses_for_product,STORAGE_BOX,recommended_uses_for_product,6,1,8,8,8,1,0,0,0,1,0
STORAGE_BOX-item_length_width_height,STORAGE_BOX,item_length_width_height,8,1,4,4,4,1,0,0,0,1,0
STORAGE_BOX-capacity,STORAGE_BOX,capacity,9,1,4,4,4,1,0,0,0,1,0
STORAGE_BOX-closure.type,STORAGE_BOX,closure.type,10,1,4,4,4,1,0,0,0,1,1
STORAGE_BOX-water_resistance_level,STORAGE_BOX,water_resistance_level,11,1,4,4,4,1,0,0,0,1,0
STORAGE_BOX-assembly_instructions,STORAGE_BOX,assembly_instructions,13,1,4,4,4,1,0,0,0,1,0
STORAGE_BOX-item_weight,STORAGE_BOX,item_weight,14,1,4,4,4,1,0,1,1,1,0
STORAGE_BOX-opening_mechanism,STORAGE_BOX,opening_mechanism,15,1,4,4,4,1,0,0,0,1,0
STORAGE_BOX-item_shape,STORAGE_BOX,item_shape,16,1,2,2,2,1,0,0,0,1,1
STORAGE_BOX-pattern,STORAGE_BOX,pattern,17,1,2,2,2,1,0,0,0,1,0
STORAGE_BOX-number_of_items,STORAGE_BOX,number_of_items,18,1,2,2,2,1,0,0,0,1,0
STORAGE_BOX-storage_volume,STORAGE_BOX,storage_volume,19,1,2,2,2,1,0,0,0,1,0
STORAGE_BOX-recycled_content_percentage,STORAGE_BOX,recycled_content_percentage,20,1,2,2,2,1,0,0,0,1,0
STORAGE_BOX-number_of_compartments,STORAGE_BOX,number_of_compartments,21,1,2,2,2,1,0,0,0,1,0
STORAGE_BOX-unit_count,STORAGE_BOX,unit_count,22,1,1,1,1,1,0,0,0,1,0
STORAGE_BOX-eu_spare_part_availability_duration,STORAGE_BOX,eu_spare_part_availability_duration,27,1,1,1,1,1,0,0,0,1,0
STORAGE_BOX-item_package_quantity,STORAGE_BOX,item_package_quantity,28,1,1,1,1,1,0,0,0,1,0
STORAGE_BOX-material_feature,STORAGE_BOX,material_feature,29,1,1,1,1,1,0,0,0,1,0
STORAGE_BOX-country_of_origin,STORAGE_BOX,country_of_origin,30,1,1,1,1,1,0,1,1,1,0
STORAGE_BOX-occasion_type,STORAGE_BOX,occasion_type,31,1,1,1,1,1,0,0,0,1,0
STORAGE_BOX-maximum_weight_recommendation,STORAGE_BOX,maximum_weight_recommendation,32,1,1,1,1,1,0,0,0,1,0
STORAGE_COVER-material,STORAGE_COVER,material,1,1,8,8,8,1,0,0,0,1,1
STORAGE_COVER-color,STORAGE_COVER,color,2,1,8,8,8,1,0,0,0,1,1
STORAGE_COVER-brand,STORAGE_COVER,brand,3,1,4,4,4,1,0,1,1,1,0
STORAGE_COVER-item_length_width_depth,STORAGE_COVER,item_length_width_depth,4,1,4,4,4,1,0,0,0,1,0
STORAGE_COVER-item_weight,STORAGE_COVER,item_weight,5,1,4,4,4,1,0,1,1,1,0
STORAGE_COVER-water_resistance_level,STORAGE_COVER,water_resistance_level,6,1,4,4,4,1,0,0,0,1,1
STORAGE_COVER-closure.type,STORAGE_COVER,closure.type,7,1,4,4,4,1,0,0,0,1,0
STORAGE_COVER-strap_type,STORAGE_COVER,strap_type,8,1,4,4,4,1,0,0,0,1,0
STORAGE_COVER-eu_spare_part_availability_duration,STORAGE_COVER,eu_spare_part_availability_duration,105,1,4,4,4,1,0,0,0,1,0
STORAGE_DRAWER-color,STORAGE_DRAWER,color,1,1,8,8,8,1,0,0,0,1,0
STORAGE_DRAWER-material,STORAGE_DRAWER,material,2,1,8,8,8,1,0,0,0,1,1
STORAGE_DRAWER-frame.material,STORAGE_DRAWER,frame.material,3,1,4,4,4,1,0,0,0,1,0
STORAGE_DRAWER-brand,STORAGE_DRAWER,brand,4,1,4,4,4,1,0,1,1,1,0
STORAGE_DRAWER-item_depth_width_height,STORAGE_DRAWER,item_depth_width_height,5,1,4,4,4,1,0,0,0,1,0
STORAGE_DRAWER-number_of_drawers,STORAGE_DRAWER,number_of_drawers,6,1,4,4,4,1,0,0,0,1,1
STORAGE_DRAWER-item_weight,STORAGE_DRAWER,item_weight,7,1,4,4,4,1,0,1,1,1,0
STORAGE_DRAWER-is_assembly_required,STORAGE_DRAWER,is_assembly_required,8,1,4,4,4,1,0,0,0,1,1
STORAGE_DRAWER-drawer_interior_dimensions,STORAGE_DRAWER,drawer_interior_dimensions,13,1,4,4,4,1,0,0,0,1,0
STORAGE_DRAWER-eu_spare_part_availability_duration,STORAGE_DRAWER,eu_spare_part_availability_duration,105,1,4,4,4,1,0,0,0,1,0
STORAGE_HOOK-color,STORAGE_HOOK,color,1,1,8,8,8,1,0,0,0,1,1
STORAGE_HOOK-brand,STORAGE_HOOK,brand,2,1,8,8,8,1,0,1,1,1,0
STORAGE_HOOK-material,STORAGE_HOOK,material,3,1,8,8,8,1,0,0,0,1,1
STORAGE_HOOK-finish_type,STORAGE_HOOK,finish_type,4,1,8,8,8,1,0,0,0,1,0
